index,title,organ,organismId,sex,lifestage
KE 1008,"Reduced, Hearing",ear,7742,['Not specified'],['Not specified']
KE 1008,"Reduced, Hearing",ear,50557,['Not specified'],['Not specified']
KE 1647,GSK3beta inactivation,organ,9606,['Unspecific'],['All life stages']
KE 1647,GSK3beta inactivation,organ,7955,['Unspecific'],['All life stages']
KE 1902,Repression of Gbx2 expression,,7955,['Unspecific'],['Embryo']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,9606,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,10090,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,10116,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,9986,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,9913,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,10141,['Mixed'],['All life stages']
KE 1908,"Cilia Beat Frequency, Decreased",lung epithelium,8400,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,9606,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,9825,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,9940,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,10141,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,9612,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,8400,['Mixed'],['All life stages']
KE 1909,"Mucociliary Clearance, Decreased",,9986,['Mixed'],['All life stages']
KE 1913,Endothelial cell dysfunction,,Not specified,['Not specified'],['Not specified']
KE 1914,"Platelet activation, Increased",,Not specified,['Not specified'],['Not specified']
KE 1915,"Neutrophil activation, Increased",,Not specified,['Not specified'],['Not specified']
KE 1916,"Thromboinflammation, Increased",,Not specified,['Not specified'],['Not specified']
KE 1607,"Increase, Necrosis",,Not specified,['Not specified'],['Not specified']
KE 1920,"Altered gene expression, TGF-β dependent fibrosis pathway",,Not specified,['Not specified'],['Not specified']
KE 1921,"Altered gene expression, NF-kB dependent Interleukin-6 pathway",,Not specified,['Not specified'],['Not specified']
KE 1933,"Increased, Interleukin-6 production",,Not specified,['Not specified'],['Not specified']
KE 1922,"Increased, Reactive metabolites production",,Not specified,['Not specified'],['Not specified']
KE 17,"Altered gene expression, AHR nuclear translocator (ARNT)-dependent pathway",,Not specified,['Not specified'],['Not specified']
KE 1923,"Altered gene expression, P53 dependent apoptosis pathway",,Not specified,['Not specified'],['Not specified']
KE 1917,"Altered gene expression, NRF2 dependent antioxidant pathway",,Not specified,['Not specified'],['Not specified']
KE 1931,"Intestinal barrier, disruption",intestine,Not specified,"['Male', 'Female']",['Not specified']
KE 2030,"Activation, PARP1",,Not specified,['Not specified'],['Not specified']
KE 2031,"Releasing, Apoptosis-Inducing Factor (AIF)",,Not specified,['Not specified'],['Not specified']
KE 1906,"Cystic Fibrosis Transmembrane Regulator Function, Decreased",lung,9606,['Mixed'],['All life stages']
KE 1906,"Cystic Fibrosis Transmembrane Regulator Function, Decreased",lung,10090,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,9606,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,10090,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,9823,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,9940,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,10141,['Mixed'],['All life stages']
KE 1907,"Airway Surface Liquid Height, Decreased",lung,9913,['Mixed'],['All life stages']
KE 1911,"FOXJ1 Protein, Decreased",lung epithelium,7955,['Mixed'],['All life stages']
KE 1911,"FOXJ1 Protein, Decreased",lung epithelium,8355,['Mixed'],['All life stages']
KE 1911,"FOXJ1 Protein, Decreased",lung epithelium,10090,['Mixed'],['All life stages']
KE 1911,"FOXJ1 Protein, Decreased",lung epithelium,9606,['Mixed'],['All life stages']
KE 1912,"Motile Cilia Number/Length, Decreased",lung epithelium,7955,['Mixed'],['During development and at adulthood']
KE 1912,"Motile Cilia Number/Length, Decreased",lung epithelium,9606,['Mixed'],['During development and at adulthood']
KE 1912,"Motile Cilia Number/Length, Decreased",lung epithelium,8355,['Mixed'],['During development and at adulthood']
KE 1912,"Motile Cilia Number/Length, Decreased",lung epithelium,10090,['Mixed'],['During development and at adulthood']
KE 1934,Myocardial Infarction,,Not specified,['Not specified'],['Not specified']
KE 1946,Impaired mechanotransduction of pericytes,,Not specified,['Not specified'],['Not specified']
KE 1947,Pericyte dysfunction,,Not specified,['Not specified'],['Not specified']
KE 1948,Increased ACE2 expression,,Not specified,['Not specified'],['Not specified']
KE 1935,Angiotensin (1-7) levels diminished,,Not specified,['Not specified'],['Not specified']
KE 1741,"Induced, Angiotensin (Ang) II accumulation",,Not specified,['Not specified'],['Not specified']
KE 1936,Angiotensin II degradation reduced,,Not specified,['Not specified'],['Not specified']
KE 1937,ADAM17 expression induction,,Not specified,['Not specified'],['Not specified']
KE 1938,ACE2 increased shedding,,Not specified,['Not specified'],['Not specified']
KE 1954,"Gut microbiota, alteration",,9606,"['Male', 'Female']",['All life stages']
KE 1954,"Gut microbiota, alteration",,9544,"['Male', 'Female']",['All life stages']
KE 1954,"Gut microbiota, alteration",,9541,"['Male', 'Female']",['All life stages']
KE 1954,"Gut microbiota, alteration",,10090,"['Male', 'Female']",['All life stages']
KE 1816,Mitochondrial dysfunction EMPTY,,Not specified,['Not specified'],['Not specified']
KE 1941,Memory Loss,,Not specified,['Not specified'],['Not specified']
KE 1942,"Accumulation, Cytosolic toxic Tau oligomers",,Not specified,['Not specified'],['Not specified']
KE 1943,Hyperphosphorylation of Tau,,Not specified,['Not specified'],['Not specified']
KE 1945,Dysfunctional Autophagy,,Not specified,['Not specified'],['Not specified']
KE 1944,Synaptic dysfunction,principal neuronal circuit,10116,['Unspecific'],['All life stages']
KE 1944,Synaptic dysfunction,principal neuronal circuit,10090,['Unspecific'],['All life stages']
KE 1944,Synaptic dysfunction,principal neuronal circuit,9606,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9606,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9685,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9544,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,34880,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9880,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9666,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9627,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,10036,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9669,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,246437,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,230844,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,30548,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,105147,['Unspecific'],['All life stages']
KE 1939,"Viral infection and host-to-host transmission, proliferated",,9986,['Unspecific'],['All life stages']
KE 1950,"Increase, TNF",,Not specified,['Not specified'],['Not specified']
KE 1949,"Decrease, GLUT4",,Not specified,['Not specified'],['Not specified']
KE 1951,"Decrease, Glucose uptake",,Not specified,['Not specified'],['Not specified']
KE 1952,"Abnormal, Glucose homeostasis",,Not specified,['Not specified'],['Not specified']
KE 1953,Gestational diabetes mellitus,,Not specified,['Not specified'],['Not specified']
KE 1955,Acute Myeloid Leukemia,,Not specified,['Not specified'],['Not specified']
KE 2099,hERG channel blockade,,Not specified,['Not specified'],['Not specified']
KE 2100,Inhibition of rapid delayed rectifying potassium current,,Not specified,['Not specified'],['Not specified']
KE 1961,Prolongation of Action Potential Duration,,Not specified,['Not specified'],['Not specified']
KE 1962,Prolongation of QT interval,,Not specified,['Not specified'],['Not specified']
KE 1963,Torsades de Pointes,,Not specified,['Not specified'],['Not specified']
KE 1964,Sudden cardiac death,,Not specified,['Not specified'],['Not specified']
KE 1965,"Increase, Pollen abnormal",,Not specified,['Not specified'],['Not specified']
KE 442,"Decreased, Population trajectory",,Not specified,['Not specified'],['Not specified']
KE 1970,transposition of the great arteries,,Not specified,['Not specified'],['Not specified']
KE 105,"Inhibition, Mitochondrial Electron Transport Chain Complexes",,9606,['Not specified'],['Not specified']
KE 105,"Inhibition, Mitochondrial Electron Transport Chain Complexes",,10116,['Not specified'],['Not specified']
KE 105,"Inhibition, Mitochondrial Electron Transport Chain Complexes",,10090,['Not specified'],['Not specified']
KE 1971,"Increased, tumor growth",,9606,['Mixed'],['Adults']
KE 1982,metastatic breast cancer,,9606,['Mixed'],['Adult']
KE 1982,metastatic breast cancer,,9606,['Mixed'],['Adult']
KE 1972,"Increased, Steroidogenic acute regulatory protein (StAR)",reproductive organ,9606,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1972,"Increased, Steroidogenic acute regulatory protein (StAR)",reproductive organ,10095,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1972,"Increased, Steroidogenic acute regulatory protein (StAR)",reproductive organ,10116,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1972,"Increased, Steroidogenic acute regulatory protein (StAR)",reproductive organ,9544,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1973,"Increased, estrogens",reproductive organ,9606,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1973,"Increased, estrogens",reproductive organ,10116,"['Female', 'Male']","['Adult, reproductively mature']"
KE 1973,"Increased, estrogens",reproductive organ,10095,"['Female', 'Male']","['Adult, reproductively mature']"
KE 2092,"Promotion, Ovarian Cancer",female reproductive organ,9606,['Female'],['Adult']
KE 2092,"Promotion, Ovarian Cancer",female reproductive organ,10116,['Female'],['Adult']
KE 2092,"Promotion, Ovarian Cancer",female reproductive organ,10095,['Female'],['Adult']
KE 1974,Activation of Tumor Protein 53,,10090,['Unspecific'],['Pregnancy']
KE 1974,Activation of Tumor Protein 53,,10116,['Unspecific'],['Pregnancy']
KE 1978,"Increase risk, microcephaly",,Not specified,['Not specified'],['Not specified']
KE 1979,Premature cell differentiation,,Not specified,['Not specified'],['Not specified']
KE 2200,"decline, neural progenitor cells",,Not specified,['Not specified'],['Not specified']
KE 1977,Disruption of sodium channel gating kinetics,nervous system,10090,"['Male', 'Female']",['All life stages']
KE 1977,Disruption of sodium channel gating kinetics,nervous system,10116,"['Male', 'Female']",['All life stages']
KE 1977,Disruption of sodium channel gating kinetics,nervous system,9606,"['Male', 'Female']",['All life stages']
KE 1983,"Disruption, action potential generation",,10090,"['Male', 'Female']",['All life stages']
KE 1983,"Disruption, action potential generation",,10116,"['Male', 'Female']",['All life stages']
KE 1983,"Disruption, action potential generation",,9606,"['Male', 'Female']",['All life stages']
KE 2005,Altered neurotransmission in development,brain,10090,"['Male', 'Female']",['During brain development']
KE 2005,Altered neurotransmission in development,brain,10116,"['Male', 'Female']",['During brain development']
KE 2005,Altered neurotransmission in development,brain,9606,"['Male', 'Female']",['During brain development']
KE 1980,Increased microRNA expression,,10095,['Female'],"['Adult, reproductively mature']"
KE 1980,Increased microRNA expression,,9606,['Female'],"['Adult, reproductively mature']"
KE 1981,Decreased SIRT1 expression,,9606,['Female'],"['Adult, reproductively mature']"
KE 1981,Decreased SIRT1 expression,,10095,['Female'],"['Adult, reproductively mature']"
KE 1554,Increase Chromosomal Aberrations,,9606,['Unspecific'],['All life stages']
KE 1554,Increase Chromosomal Aberrations,,10116,['Unspecific'],['All life stages']
KE 1554,Increase Chromosomal Aberrations,,10090,['Unspecific'],['All life stages']
KE 1985,"Increased, Kisspeptin signalling",,Not specified,['Not specified'],['Not specified']
KE 1986,"Decreased, Gonadotropins",,Not specified,['Not specified'],['Not specified']
KE 1987,"Decreased, Androgen and Progestin",,Not specified,['Not specified'],['Not specified']
KE 1988,"Decreased, Maturation Inducing Steroid Surge by Granulosa cells",,Not specified,['Not specified'],['Not specified']
KE 1989,"Impaired, Oocyte maturation and ovulation",,Not specified,['Not specified'],['Not specified']
KE 1990,"Increased, Oocyte Atresia",,Not specified,['Not specified'],['Not specified']
KE 1991,"Impaired, Reproduction",,Not specified,['Not specified'],['Not specified']
KE 2023,Inhibition of Ceramide Synthase,,Not specified,['Not specified'],['Not specified']
KE 2024,Reduced complex sphingolipids,,Not specified,['Not specified'],['Not specified']
KE 2025,Affected folate transporter,,Not specified,['Not specified'],['Not specified']
KE 2026,decreased folate uptake,,Not specified,['Not specified'],['Not specified']
KE 2033,Increased sphingolipid-1-phosphate,,Not specified,['Not specified'],['Not specified']
KE 2006,Secondary genotoxicity,,Not specified,['Not specified'],['Not specified']
KE 2007,Non-coding RNA expression profile alteration,,Not specified,['Not specified'],['Not specified']
KE 2008,Chronic obstructive pulmonary disease,,Not specified,['Not specified'],['Not specified']
KE 2009,Activation of inflammation pathway,,Not specified,['Not specified'],['Not specified']
KE 2010,Pulmonary inflammation,,Not specified,['Not specified'],['Not specified']
KE 2011,Emphysema,,Not specified,['Not specified'],['Not specified']
KE 2012,Fibroblast proliferation and differentiation,,Not specified,['Not specified'],['Not specified']
KE 2013,Airway remodeling,,Not specified,['Not specified'],['Not specified']
KE 2017,Endoplasmic reticulum stress,,Not specified,['Not specified'],['Not specified']
KE 2019,Non-alcoholic fatty liver disease,,Not specified,['Not specified'],['Not specified']
KE 2065,"Inhibition, Fatty acid oxidation",,Not specified,['Not specified'],['Not specified']
KE 2119,"Insulin resistance, increased",,9606,"['Male', 'Female']",['Adult']
KE 2119,"Insulin resistance, increased",,10116,"['Male', 'Female']",['Adult']
KE 2020,"Decrease, sox9 expression",,7955,['Unspecific'],"['Embryo', 'Development']"
KE 2020,"Decrease, sox9 expression",,9606,['Unspecific'],"['Embryo', 'Development']"
KE 2020,"Decrease, sox9 expression",,10090,['Unspecific'],"['Embryo', 'Development']"
KE 2020,"Decrease, sox9 expression",,10116,['Unspecific'],"['Embryo', 'Development']"
KE 2021,"Increase, slincR expression",,7955,['Unspecific'],"['Embryo', 'Development']"
KE 2021,"Increase, slincR expression",,10090,['Unspecific'],"['Embryo', 'Development']"
KE 2021,"Increase, slincR expression",,9606,['Unspecific'],"['Embryo', 'Development']"
KE 2118,"Succinate dehydrogenase, inhibited",liver parenchyma,10116,['Male'],['Adult']
KE 2120,"Superoxide generation, increased",,40674,['Mixed'],['Adult']
KE 2027,"Antagonism, Smoothened receptor",,7742,['Unspecific'],"['Embryo', 'All life stages']"
KE 2027,"Antagonism, Smoothened receptor",,50557,['Unspecific'],"['Embryo', 'All life stages']"
KE 2028,"Decrease, GLI1/2 translocation to nucleus",,Not specified,['Unspecific'],"['Embryo', 'All life stages']"
KE 2040,"Decrease, GLI1/2 target gene expression",,Not specified,['Unspecific'],['All life stages']
KE 2041,"Decrease, palatal shelf outgrowth",,7742,['Unspecific'],['Embryo']
KE 2042,Orofacial clefting,,7742,['Unspecific'],['Embryo']
KE 2043,"Decrease, Sonic Hedgehog second messenger production",,7742,['Unspecific'],['Embryo']
KE 2044,"Decrease, Smoothend relocation and activation",,7742,['Unspecific'],"['All life stages', 'Embryo']"
KE 2068,"Increase, Endothelial Dysfunction",endothelium,9606,['Unspecific'],['All life stages']
KE 2068,"Increase, Endothelial Dysfunction",endothelium,10116,['Unspecific'],['All life stages']
KE 2068,"Increase, Endothelial Dysfunction",endothelium,10090,['Unspecific'],['All life stages']
KE 901,"Infiltration, Inflammatory cells",liver,9606,['Not specified'],['Not specified']
KE 901,"Infiltration, Inflammatory cells",liver,10090,['Not specified'],['Not specified']
KE 1442,Foam cell formation,,Not specified,['Not specified'],['Not specified']
KE 2034,liver dysfunction,,Not specified,['Not specified'],['Not specified']
KE 2036,Activation of metabotropic glutamate receptor,,Not specified,['Not specified'],['Not specified']
KE 2037,Inositol triphosphate receptor activation,,Not specified,['Not specified'],['Not specified']
KE 2038,Activation of calpain signalling,,Not specified,['Not specified'],['Not specified']
KE 2039,Inhibition GABAA receptor,,Not specified,['Not specified'],['Not specified']
KE 2187,"Opening, voltage-gated calcium channels",,Not specified,['Not specified'],['Not specified']
KE 2188,"Activation, caspases",,Not specified,['Not specified'],['Not specified']
KE 1812,"Increase, Cytochrome c release",,Not specified,['Not specified'],['Not specified']
KE 2045,"Increase, Alcohol dehydrogenase",,Not specified,['Not specified'],['Not specified']
KE 2046,"Increase, Vitellogenin mRNA",,Not specified,['Not specified'],['Not specified']
KE 2047,"Delay, Ovarian maturation",,Not specified,['Not specified'],['Not specified']
KE 2048,"Increase, Body volume of female adults",,Not specified,['Not specified'],['Not specified']
KE 2049,"Increase, sex ratio (F/M)",,Not specified,['Not specified'],['Not specified']
KE 2050,"Increase, developmental abnormalities",,Not specified,['Not specified'],['Not specified']
KE 2051,"Decrease, Tyrosine",,Not specified,['Not specified'],['Not specified']
KE 2052,"Decrease, dopa decarboxylase",,Not specified,['Not specified'],['Not specified']
KE 2053,"Increase, Defects in tanning of new cuticle",,Not specified,['Not specified'],['Not specified']
KE 2054,"Increase,  impairment of cuticle sclerotization",,Not specified,['Not specified'],['Not specified']
KE 2055,"Increase,  pigmentation",,Not specified,['Not specified'],['Not specified']
KE 2056,"Increase,  delay in oviposition",,Not specified,['Not specified'],['Not specified']
KE 2057,"Decrease,  hatching of egg",,Not specified,['Not specified'],['Not specified']
KE 2058,"Decrease, 20-hydroxyecdysone",,Not specified,['Not specified'],['Not specified']
KE 2059,"Decrease, knickkopf gene",,Not specified,['Not specified'],['Not specified']
KE 2060,"Decrease, Chitin laminar organization",,Not specified,['Not specified'],['Not specified']
KE 2061,"Decrease, Prevent chitin degradation by chitinases",,Not specified,['Not specified'],['Not specified']
KE 2062,"Weak, Procuticle protection",,Not specified,['Not specified'],['Not specified']
KE 2063,"Decrease, New cuticle secretion",,Not specified,['Not specified'],['Not specified']
KE 2067,"Altered, Nitric Oxide Levels",,9606,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2067,"Altered, Nitric Oxide Levels",,10116,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2067,"Altered, Nitric Oxide Levels",,10090,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2067,"Altered, Nitric Oxide Levels",,9986,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2069,"Occurrence, Abnormal Vascular Remodeling",blood vessel,9606,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2069,"Occurrence, Abnormal Vascular Remodeling",blood vessel,10116,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2069,"Occurrence, Abnormal Vascular Remodeling",blood vessel,10090,"['Male', 'Female', 'Unspecific']","['Adult', 'Not Otherwise Specified']"
KE 2244,Altered Stress Response Signaling,,9606,['Unspecific'],['All life stages']
KE 2244,Altered Stress Response Signaling,,10116,['Unspecific'],['All life stages']
KE 2244,Altered Stress Response Signaling,,10090,['Unspecific'],['All life stages']
KE 2195,"Increase, CNS Neural cell death",,Not specified,['Not specified'],['Not specified']
KE 2196,"Decrease, elavl3",,Not specified,['Not specified'],['Not specified']
KE 2197,"Decrease, sox10",,Not specified,['Not specified'],['Not specified']
KE 2198,"Decrease, mbp",,Not specified,['Not specified'],['Not specified']
KE 2150,Neurological disorder,,Not specified,['Not specified'],['Not specified']
KE 191,Neuronal dysfunction,,Not specified,['Not specified'],['Not specified']
KE 637,"impaired, Learning and memory",,Not specified,['Not specified'],['Not specified']
KE 2078,Loss of drebrin,brain,10116,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2078,Loss of drebrin,brain,10090,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2078,Loss of drebrin,brain,9606,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2151,"Disruption, neurotransmitter release",brain,10116,['Mixed'],"['Birth to < 1 month', 'Adult']"
KE 2151,"Disruption, neurotransmitter release",brain,9606,['Mixed'],"['Birth to < 1 month', 'Adult']"
KE 2151,"Disruption, neurotransmitter release",brain,10090,['Mixed'],"['Birth to < 1 month', 'Adult']"
KE 1177,"Decreased, Ionotropic GABA receptor chloride channel conductance",,Not specified,['Not specified'],['Not specified']
KE 2073,increase oxidation of the di-copper moiety of the hemocyanin active site,,Not specified,['Not specified'],['Not specified']
KE 2074,"Decreased, oxygen binding capacity by hemocyanin",,Not specified,['Not specified'],['Not specified']
KE 2075,"Cognitive, sensed as hypoxic/low oxygen environment",,Not specified,['Not specified'],['Not specified']
KE 2076,"Increase, hemocyanin mRNA",,Not specified,['Not specified'],['Not specified']
KE 2077,"Increase, pulmonate breathing",,Not specified,['Not specified'],['Not specified']
KE 2243,Succinate Accumulation,,Not specified,['Not specified'],['Not specified']
KE 2242,"Abnormality, dendritic spine morphology",brain,10116,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2242,"Abnormality, dendritic spine morphology",brain,10090,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2242,"Abnormality, dendritic spine morphology",brain,9606,['Unspecific'],"['During brain development, adulthood and aging']"
KE 2079,"Increased, glycolipid levels",,Not specified,['Not specified'],['Not specified']
KE 2080,"Impaired, blood testis barrier",,Not specified,['Not specified'],['Not specified']
KE 446,"Reduction, fetal/adult testosterone",blood,9606,['Not specified'],['Not specified']
KE 446,"Reduction, fetal/adult testosterone",blood,10116,['Not specified'],['Not specified']
KE 446,"Reduction, fetal/adult testosterone",blood,10090,['Not specified'],['Not specified']
KE 2141,"Disruption, Estrogen receptor",,Not specified,['Not specified'],['Not specified']
KE 2142,"Depletion, Ectoplasmic specialization (ES)",,Not specified,['Not specified'],['Not specified']
KE 2082,"Hypospadias, increased",penis,9606,['Male'],['Perinatal']
KE 2082,"Hypospadias, increased",penis,10090,['Male'],['Perinatal']
KE 2082,"Hypospadias, increased",penis,10116,['Male'],['Perinatal']
KE 2081,Increased Modified Proteins,,9606,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2081,Increased Modified Proteins,,10090,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2081,Increased Modified Proteins,,10116,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2081,Increased Modified Proteins,,9913,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2083,Occurrence of Cataracts,,9606,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,10116,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,10090,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,9986,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,9544,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,9823,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,10141,"['Female', 'Male']",['All life stages']
KE 2083,Occurrence of Cataracts,,8022,"['Female', 'Male']",['All life stages']
KE 2084,"Increase, Cardiac remodelling",,Not specified,['Not specified'],['Not specified']
KE 2215,Decrease Left Ventricular function,,Not specified,['Not specified'],['Not specified']
KE 1364,"Increase, Reactive oxygen species formation",,Not specified,['Not specified'],['Not specified']
KE 2085,Pulmonary epithelial injury,,Not specified,['Not specified'],['Not specified']
KE 2086,Airway inflammation,,Not specified,['Not specified'],['Not specified']
KE 2087,Increased incidence of respiratory disease,,Not specified,['Not specified'],['Not specified']
KE 2088,Dysfunction of respiratory system,,Not specified,['Not specified'],['Not specified']
KE 2089,Altered Bone Cell Homeostasis,,9606,['Unspecific'],['All life stages']
KE 2089,Altered Bone Cell Homeostasis,,10116,['Unspecific'],['All life stages']
KE 2089,Altered Bone Cell Homeostasis,,10090,['Unspecific'],['All life stages']
KE 2090,"Increase, Bone Remodeling",,9606,['Unspecific'],['All life stages']
KE 2090,"Increase, Bone Remodeling",,10116,['Unspecific'],['All life stages']
KE 2090,"Increase, Bone Remodeling",,10090,['Unspecific'],['All life stages']
KE 2091,"Occurrence, Bone Loss",,9606,['Unspecific'],['All life stages']
KE 2091,"Occurrence, Bone Loss",,10116,['Unspecific'],['All life stages']
KE 2091,"Occurrence, Bone Loss",,10090,['Unspecific'],['All life stages']
KE 2245,Altered Cell Differentiation Signaling,,9606,['Unspecific'],['All life stages']
KE 2245,Altered Cell Differentiation Signaling,,10116,['Unspecific'],['All life stages']
KE 2245,Altered Cell Differentiation Signaling,,10090,['Unspecific'],['All life stages']
KE 2097,"Increase, Pro-Inflammatory Mediators",,9606,['Mixed'],['Not Otherwise Specified']
KE 2097,"Increase, Pro-Inflammatory Mediators",,10116,['Mixed'],['Not Otherwise Specified']
KE 2097,"Increase, Pro-Inflammatory Mediators",,10090,['Mixed'],['Not Otherwise Specified']
KE 2098,"Increase, Abnormal Neural Remodeling",,9615,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2098,"Increase, Abnormal Neural Remodeling",,10116,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2098,"Increase, Abnormal Neural Remodeling",,10090,"['Male', 'Female', 'Unspecific']","['Juvenile', 'Adult']"
KE 2104,"Decreased, thyroid hormone binding to thyroid hormone receptor",,Not specified,['Not specified'],['Not specified']
KE 2105,"Decreased, myelin basic protein expression in oligodendrocytes",,Not specified,['Not specified'],['Not specified']
KE 2106,"Impaired, oligodendrocyte maturation",,Not specified,['Not specified'],['Not specified']
KE 2107,Hypomyelination,,Not specified,['Not specified'],['Not specified']
KE 2108,"Altered, white brain matter",,Not specified,['Not specified'],['Not specified']
KE 2109,"Binding, extracellular matrix protein laminin",,Not specified,['Not specified'],['Not specified']
KE 2110,"Disrupted binding, laminin-beta1-integrin receptors with laminin",,Not specified,['Not specified'],['Not specified']
KE 2111,"Decreased, neural progenitor cell adhesion to laminin",,Not specified,['Not specified'],['Not specified']
KE 2112,"Disturbed, radial glia cell alignment and migration",,Not specified,['Not specified'],['Not specified']
KE 2113,"Decreased, radial glia cell density",,Not specified,['Not specified'],['Not specified']
KE 2114,"Disturbed, cortical architecture",,Not specified,['Not specified'],['Not specified']
KE 2115,"Altered, cholesterol metabolism",,Not specified,['Not specified'],['Not specified']
KE 2116,"Decreased, oligodendrocyte differentiation",,Not specified,['Not specified'],['Not specified']
KE 1998,"Activation, Microglia",,Not specified,['Not specified'],['Not specified']
KE 2123,"decreased, Bcl-2 expression",,Not specified,['Not specified'],['Not specified']
KE 2124,"increased, Bax expression",organ,10090,['Female'],['All life stages']
KE 2124,"increased, Bax expression",organ,10116,['Female'],['All life stages']
KE 2124,"increased, Bax expression",organ,9606,['Female'],['All life stages']
KE 2124,"increased, Bax expression",organ,7227,['Female'],['All life stages']
KE 2121,"decreased, Intellectual Quotient",,Not specified,['Not specified'],['Not specified']
KE 2186,Ryanodine receptor activation,,Not specified,['Not specified'],['Not specified']
KE 130,"Depletion, GSH",liver,7742,['Unspecific'],['All life stages']
KE 2131,"Conjugation, GSH",liver,7742,['Unspecific'],['All life stages']
KE 2127,Increased adipocyte size,,Not specified,['Not specified'],['Not specified']
KE 2128,Increased adipocyte numbers,,Not specified,['Not specified'],['Not specified']
KE 2129,Metabolically unhealthy Obesity,,Not specified,['Not specified'],['Not specified']
KE 2125,Increased fat mass,,Not specified,['Not specified'],['Not specified']
