organ,organismId,organismName,sex,lifestage,aeid,assayComponentEndpointName,assaySourceLongName,organism,tissue,cellFreeComponentSource,assayFormatType,citations,assayDesignType,assayDesignTypeSub,biologicalProcessTarget,detectionTechnologyType,detectionTechnology,assayName,geneId,geneName,description,geneSymbol,trackStatus,entrezGeneId,officialSymbol,officialFullName,uniprotAccessionNumber
liver,9606, human,['Not specified'],['Not specified'],84,ATG_HSE_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,161,heat shock transcription factor 1,,HSF1,live,3297,HSF1,heat shock transcription factor 1,Q00613
liver,9606, human,['Not specified'],['Not specified'],85,ATG_IR1_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,357,"nuclear receptor subfamily 1, group H, member 4",,NR1H4,live,9971,NR1H4,"nuclear receptor subfamily 1, group H, member 4",Q96RI1
liver,9606, human,['Not specified'],['Not specified'],86,ATG_ISRE_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,180,interferon regulatory factor 1,,IRF1,live,3659,IRF1,interferon regulatory factor 1,P10914
liver,9606, human,['Not specified'],['Not specified'],91,ATG_MRE_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,211,metal-regulatory transcription factor 1,,MTF1,live,4520,MTF1,metal-regulatory transcription factor 1,Q14872
liver,9606, human,['Not specified'],['Not specified'],92,ATG_Myb_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,212,v-myb avian myeloblastosis viral oncogene homolog,,MYB,live,4602,MYB,v-myb avian myeloblastosis viral oncogene homolog,P10242
liver,9606, human,['Not specified'],['Not specified'],95,ATG_NFI_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,216,nuclear factor I/A,,NFIA,live,4774,NFIA,nuclear factor I/A,Q12857
liver,9606, human,['Not specified'],['Not specified'],96,ATG_NRF1_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,221,nuclear respiratory factor 1,,NRF1,live,4899,NRF1,nuclear respiratory factor 1,Q16656
liver,9606, human,['Not specified'],['Not specified'],98,ATG_Oct_MLP_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,245,POU class 2 homeobox 1,,POU2F1,live,5451,POU2F1,POU class 2 homeobox 1,P14859
liver,9606, human,['Not specified'],['Not specified'],100,ATG_Pax6_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,231,paired box 6,,PAX6,live,5080,PAX6,paired box 6,P26367
liver,9606, human,['Not specified'],['Not specified'],102,ATG_PPRE_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,248,peroxisome proliferator-activated receptor alpha,,PPARA,live,5465,PPARA,peroxisome proliferator-activated receptor alpha,Q07869
liver,9606, human,['Not specified'],['Not specified'],105,ATG_Sox_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,301,SRY (sex determining region Y)-box 1,,SOX1,live,6656,SOX1,SRY (sex determining region Y)-box 1,O00570
liver,9606, human,['Not specified'],['Not specified'],106,ATG_Sp1_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,302,Sp1 transcription factor,,SP1,live,6667,SP1,Sp1 transcription factor,P08047
liver,9606, human,['Not specified'],['Not specified'],107,ATG_SREBP_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,304,sterol regulatory element binding transcription factor 1,,SREBF1,live,6720,SREBF1,sterol regulatory element binding transcription factor 1,P36956
liver,9606, human,['Not specified'],['Not specified'],111,ATG_TCF_b_cat_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,311,"transcription factor 7 (T-cell specific, HMG-box)",,TCF7,live,6932,TCF7,"transcription factor 7 (T-cell specific, HMG-box)",P36402
liver,9606, human,['Not specified'],['Not specified'],113,ATG_VDRE_CIS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_CIS,335,"vitamin D (1,25- dihydroxyvitamin D3) receptor",,VDR,live,7421,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor",P11473
liver,9606, human,['Not specified'],['Not specified'],118,ATG_ERRa_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,119,estrogen-related receptor alpha,,ESRRA,live,2101,ESRRA,estrogen-related receptor alpha,P11474
liver,9606, human,['Not specified'],['Not specified'],119,ATG_ERRg_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,121,estrogen-related receptor gamma,,ESRRG,live,2104,ESRRG,estrogen-related receptor gamma,P62508
liver,9606, human,['Not specified'],['Not specified'],123,ATG_HNF4a_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,157,"hepatocyte nuclear factor 4, alpha",,HNF4A,live,3172,HNF4A,"hepatocyte nuclear factor 4, alpha",P41235
liver,9606, human,['Not specified'],['Not specified'],125,ATG_LXRa_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,363,"nuclear receptor subfamily 1, group H, member 3",,NR1H3,live,10062,NR1H3,"nuclear receptor subfamily 1, group H, member 3",Q13133
liver,9606, human,['Not specified'],['Not specified'],131,ATG_NURR1_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,224,"nuclear receptor subfamily 4, group A, member 2",,NR4A2,live,4929,NR4A2,"nuclear receptor subfamily 4, group A, member 2",P43354
liver,9606, human,['Not specified'],['Not specified'],133,ATG_PPARd_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,249,peroxisome proliferator-activated receptor delta,,PPARD,live,5467,PPARD,peroxisome proliferator-activated receptor delta,Q03181
liver,9606, human,['Not specified'],['Not specified'],137,ATG_RARb_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,280,"retinoic acid receptor, beta",,RARB,live,5915,RARB,"retinoic acid receptor, beta",P10826
liver,9606, human,['Not specified'],['Not specified'],138,ATG_RARg_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,281,"retinoic acid receptor, gamma",,RARG,live,5916,RARG,"retinoic acid receptor, gamma",P13631
liver,9606, human,['Not specified'],['Not specified'],139,ATG_RORb_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,285,RAR-related orphan receptor B,,RORB,live,6096,RORB,RAR-related orphan receptor B,Q92753
liver,9606, human,['Not specified'],['Not specified'],140,ATG_RORg_TRANS,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1038/nmeth.1186', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/18297081', 'pmid': 18297081, 'title': 'Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors', 'author': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S', 'citation': 'Romanov S, Medvedev A, Gambarian M, Poltoratskaya N, Moeser M, Medvedeva L, Gambarian M, Diatchenko L, Makarov S. Homogeneous reporter system enables quantitative functional assessment of multiple transcription factors. Nat Methods. 2008 Mar;5(3):253-60. doi: 10.1038/nmeth.1186. Epub 2008 Feb 24. PubMed PMID: 18297081.', 'otherId': '0', 'citationId': 211, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_TRANS,286,RAR-related orphan receptor C,,RORC,live,6097,RORC,RAR-related orphan receptor C,P51449
